text,label
Menpora Percepat Evaluasi Cabor demi Olimpiade Paris 2024,0
Pesan Berantai Grand Design Uji Coba Pembantaian Menggunakan Gas Beracun Melalui Pertandingan Bola,1
ELITE PDIP TINGGALKAN GANJAR DAN SETUJU ANIES VS PRABOWO DI pILPRES 2024,1
Pengalaman Berada Dalam Terowongan Hamas: Seperti Tenggelam,0
Orang-Orang Israel Dikeroyok Di Piala Dunia Qatar 2022,1
Samsung Targetkan Penjualan 20 Juta Ponsel Lipat di 2024,0
Klasemen Asian Para Games 2023: Indonesia Naik ke Peringkat Delapan,0
"PDIP Merasa Ditinggal Jokowi & Keluarga, Ganjar: Banteng Nggak Cengeng",0
Kasatgas Antimafia Bola Beberkan Motif Dua Penyuap Kasus Match Fixing Liga 2,0
Radiasi 5G Menyebabkan Gelaja Mirip Flu,1
"Kaesang Safari di Kupang: Partai Banyak, Silakan Pilih Sendiri",0
PDIP Jateng Buka Suara soal Spanduk Petruk 'Ojo Ilang Jowone',0
"Mengatasi Blank Spot Pakai Satelit, Bisa?",0
"Nissan Bakal Luncurkan Calon Pesaing Alphard dan Lexus LM, Intip Wujudnya",0
"ide menarik banget dari Kwik Kian Gie, Ayo, mulai 05 November s.d 05 Desember 2020 jangan belanja di mall",1
Video Sosok Makhluk Durhaka Ke Orang Tua Berbadan Hewan Berkepala Manusia,1
Pemerintah Berencana Punya Dana Abadi Pariwisata Rp 1 T,0
BRIN Buka Pendaftaran International Workshop Ketahanan Iklim & Bencana,0
Satuan Pendidikan Segera Lakukan Verifikasi Data Siswa Penerima PIP,0
VIDEO TEAMTALK MESSI JELANG LAGA MELAWAN INDONESIA,1
Anies Baswedan Pimpin Demo di Rempang Batam,1
Ferry 'Stoik' Ngobrol Bareng Abdur Arsyad soal Beda Cara Cinta Indonesia,0
Ruhut Sitompul Diumumkan Menjadi Anggota BPIP Menggantikan Mahfud MD,1
Cerita Anak Mahfud Md Awalnya Tak Tahu Ayahnya Akan Jadi Cawapres Ganjar,0
Presiden Macron Dilempari Telur Karena Menghina Islam,1
PKS Tolak Dinasti Politik: Makan Banyak Korban karena KKN,0
Relokasi 3 SD di Pandeglang Terdampak Proyek Tol Serang-Panimbang Terkendala,0
Gerindra-Golkar Bahas Strategi Pemenangan Prabowo-Gibran di Jatim,0
Main Event Piala Presiden Esports 2023 Resmi Digelar,0
Wapres Rakyat Yang Tidak Mau Bayar Iuran Kenaikan BPJS Dosanya 3 Turunan Tidak Diampuni,1
"Maruarar: Makan Siang Bareng 3 Capres Politik Sejuk, Jokowi Negarawan",0
"Papu Gomez Positif Doping, Salahkan Obat Batuk Anak",0
Rezim Jokowi Menghapus Tap MPR Tentang Larangan Ajaran Komunisme,1
"Gibran Disayang, Gibran Membangkang",0
Undangan Sosialisasi Permendikbudristek Nomor 39 Tahun 2021,1
"Novel Bamukmin Resmi Jadi Cawapres Anies Baswedan, PKS dan Demorat Tarik Dukungannya",1
Permintaan 'Pak Lurah' 3 Periode yang Diungkit Lagi oleh Hasto,0
TINGGALKAN KURSI ISTANA || MA RUF AMIN MILIH FOKUS DAN MANTAPKAN DUKUNGAN KE ANIES.,1
"Tolak Kedatangan Ganjar, Ribuan Mahasiswa Tutup Jalan Utama Surabaya",1
Pencopotan Baliho Ganjar-Mahfud Saat Kunjungan Jokowi Bikin Sakit Hati PDIP,0
"Fakta Menarik Kota Sukabumi, dari Sejarah hingga Mitos",0
"Kisah Penjara Terkejam Batavia, Napi yang Tertawa Dilempar Granat",0
Mencermati Sikap PDIP ke Gibran yang Kini di Sisi Prabowo,0
5 Informasi Soal Jembatan Kaca di Malang Retak Bikin Ketar-ketir,0
Penjelasan terkait Video Truk Kontainer Bergambar Jokowi-Ma ruf Amin,0
Video BERITA TERKINI ~ TURK1 DAN ARAB SIAP R4TAKN PRANCIS PENGH1N4 15L4M,1
"Tangguh di Kuartal III, BSI Catatkan Laba Sebesar Rp 4,20 T",0
Video MEGAWATI PANIK !! 8 PARTAI RESMIKAN MENANGKAN ANIES 2024,1
Ganjar Respons Anies: Negara Memang Milik Kita Rakyat Indonesia,0
Guru di Langkat Cabuli 10 Siswi SD Saat Pelajaran Olahraga,0
"Pamer Kecanggihan JIS, Presiden FIFA Akui Anies Sosok Pemimpin Masa Depan",1
Gibran ngimpi akan bebasin Palestina dari Israel,1
Surat Presiden Jokowi Meminta Dukungan kepada BUMN untuk Pemenangan Pilpres 2019,1
Gus Ali Gondrong Dukung Ganjar-Mahfud Md: Keduanya Warga Nahdliyin,0
Bank DKI Teken Kerja Sama Pendirian Galeri Investasi Digital di CMSE 2023,0
Video SOMBONG BANGET ! Kapolda Metro Fadil rampas KTA Paspampres,1
Bandara Luton di Inggris Terbakar yang Bersumber dari Mobil Hybrid dengan Baterai Listrik,1
Politisi PKB Cucun Ajak Pendukung Capres-Cawapres Bekompetisi Fair,0
Fatwah wapres gila Menghina Jokowi Soal Mudik dan Pulkam Neraka Jahanam Tempatnya,1
Heboh! Pernyataan Dokter Indonesia Soal Covid,1
Bos Pabrik Pembuat iPhone Terancam Senasib dengan Jack Ma,0
"Pesan Fadli Zon kepada SBY: Saya Kena Bully Setiap Hari, Masak Saya Dibilang Ikan Buntal",1
Selain itu juga ada kolom agama di kosongkan,1
Jokowi Yakin Gibran Lebih Pintar Urus Solo Dan Jakarta Dari Pada Diri Saya,1
Letusan Gunung Tambora yang Menginspirasi Nama Sepeda,0
"Amsterdam Naikkan Pajak Turis di 2024, Jadi Termahal di Dunia",0
"Demo di Patung Kuda, Massa Bakar Ban hingga Lempar Batu ke Petugas",0
Harapan untuk MotoGP Mandalika Tahun Depan,0
Polling Perppu Ormas oleh Gibran Rakabuming,1
Ini 6 Contoh Proposal Kegiatan Beserta Strukturnya yang Benar,0
Presiden Ukraina Menyambut Prajurit Robot,1
Polisi Ungkap KKB Pimpinan Arnold Kocu Dalang Penembakan di Pos TNI Arobi,0
Video polisi cina kok di indonesia,1
PSI KECEWA DENGAN PDIP DAN BERBALIK DUKUNG ANIES BASWEDAN DI PILPRES 2024,1
Nggak Bakal Bikin Tersiksa! Ini 6 Cara Turunkan BB Tanpa Diet dan Olahraga,0
Kekhawatiran Gus Miftah Jelang Tahun Politik,0
Drone Mata-Mata Berbentuk Serangga yang didanai oleh Pemerintah Amerika Serikat dan Sudah Dalam Masa Produksi,1
"SBY Siap Kembalikan Dana Bank Century Rp6,7 Triliun untuk Bantu Covid-19",1
Huawei Patenkan Pendeteksi Demam di Perangkat Wearable,0
Ungkapan Hati BJ Habibie Soal Akhirat,1
Respons Irman Gusman Usai Dicoret KPU Sumbar dari Calon DPD-RI,0
"menolak lupa, wajah sedih diubah menjadi gembira oleh kebohongannya.",1
Akun Facebook Komisioner Komisi Independen Pemilihan (KIP) Pidie Jaya Masrur Salamuddin,1
"Gelar World Walking Day, Walkot Tangerang: Mudah-mudahan Semangat Jalan Kaki",0
AKHIRNYA TERUNGKAP.!!! RUMAH GUBERNUR DKI DISEGEL. KPK TEMUKAN BUKTI KUAT ASET KORUPSI TERNYATA,1
Ada Pelatihan Desain Grafis Gratis nih!,0
Mantan Bupati Lumajang Pimpin Timses AMIN di Jatim,0
Johnny Plate: Apa Benar Pendapat bahwa Saya Jadi Tersangka karena Politik?,0
JHONNY G PLATE DAN ISTRI PALOH TERBUKTI SEKONGKOL,1
"Pelapor Pertanyakan Sidang Etik Anwar Usman Sangat Cepat, Ini Kata MKMK",0
"Rangkaian Acara Puncak Hari Santri 2023, Digelar di Surabaya",0
Nusron Bantah Jokowi-Gibran Berkhianat: Lebih Mementingkan Kehendak Rakyat,0
Harga Remington Catokan Pelurus Rambut Oktober 2023,0
Matthew Perry Si Pendulang Tawa Penuh Nestapa,0
373 KABUPATEN SERENTAK DEKLARASIKAN ANIES PRESIDEN,1
"Rakor dengan Bawaslu, Polres Malang Siap Amankan Pemilu 2024",0
Ini Sederet Keunikan di Deli Serdang,0
"GEMPAR!! PRESIDEN TEMPUH LANGKAH HUKUM, TUDUHAN SURYA PALOH LANGSUNG DI SIKAPI TEGAS.",1
Meteor Jatuh di Wilayah Indonesia Pada Tanggal 7 Mei 2022,1
Seekor Naga Ditemukan di Mongolia,1
Ternyata Oh Ternyata! Ini Untungnya Truk Pakai Swap Baterai,0
Hasil Scanning Port Bolong,1
"Bantuan 3,5 Juta dari Pemerintah untuk Seluruh Pemilik E-KTP",1
Kata Cak Imin soal Hadapi Anak Presiden di Pilpres 2024,0
Ustadz Abdul Somad (UAS) Meninggal Dunia,1
Seorang Perempuan Rela Digilir Demi Lunasi Hutang Pada Fintech,1
Kaesang Targetkan PSI NTT Amankan 1 Fraksi DPRD Tiap Kabupaten/Kota,0
"Gelar Nobar Serentak Film 'Kejarlah Janji', KPU Raih 2 Rekor MURI",0
Saat Puan Kembali Meredam Isu Jokowi dan PDIP Memanas,0
Din Syamsuddin Mengundurkan Diri Karena Kecewa Jokowi Tak Temui Ulama Uzbekistan dan Xinjiang,1
Video Pesepeda Masuk Pantai Indah Kapuk Harus Pakai Paspor,1
Eri Cahyadi sebagai Juru Kampanye Ganjar Akan Sadarkan Pemuda Surabaya,0
"DEMI TIGA PERIODE, JOKOWI RELA BAYAR 500 TRILIUN KE BAWASLU DEMI JEGAL ANIES",1
Gubernur Khofifah Dorong Santri Ikut Cegah Perpecahan di Pemilu 2024,0
Allied Telesis Mulai Produksi Switch di Batam,0
Pemkot Palembang Putuskan Kebijakan Baru Jam Sekolah Hari Ini,0
Kemendagri Tunjuk Akbar Ali Jadi Pj Wali Kota Parepare Gantikan Taufan Pawe,0
PSI Desak Pengedit Video Jokowi Berbahasa Mandarin Diproses Hukum,0
Gambar Tangkapan Layar Artikel CNBC Luhut : Jawa Barat Pasti Mendukung 3 Periode!,1
"Dapat Suara Terbanyak Menjadi Ketua DPR, Puan Berjanji Akan Mensejahterakan Partai",1
Klarifikasi Tokopedia Terkait Isu Kebocoran Data,0
Panda Nababan Kembali Sebut Gibran Anak Ingusan,0
Video TANPA ROMPI PENGAMAN JOKOWI TINJAU LANGSUNG PULAU PASIR DI NTT,1
"Spanduk Berlogo PKS dan HTI Bertuliskan #2019 Ganti Presiden, Ganti Sistem, Khilafah Islamiyah",1
Seluruh Objek Wisata di Kabupaten Pangandaran Telah Dibuka Kembali,1
Rumah Ganjar Disita KPK,1
"Bis Surat Hilang Ditelan Zaman, Kini Jadi Pemanis Trotoar",0
"Maju Cawapres, Gibran Usung Kredit Startup Milenial",0
"Sederet Cara agar Suami Tak Cepat Keluar saat Bercinta, Bikin Istri Makin Puas di Ranjang",0
ITS Berhasil Ciptakan 7 Alkes Berbasis Teknologi Pertama di Indonesia,0
Pejabat di 11 SKPD Makassar Terancam Dicopot Buntut Realisasi APBD Rendah,0
Gibran dan Ilusi Representasi Politik Anak Muda,0
"PKI Jaya TNI, Waspadalah",1
"Asian Para Games: Lawn Bowls Buat Kejutan, Raih Emas Keenam Indonesia",0
ULAMA NU SEINDONESIA DOAKAN ANIES BASWEDAN JADI PRESIDEN 2024,1
"Mahasiswa UGM Ciptakan 'Lidah' Pendeteksi Mineral, Begini Bentuknya",0
Turnamen Biliar Ini Digelar Demi Kebangkitan Wisata Olahraga RI,0
Vaksin dengan Pfizer Dapat Menularkan Virus ke Orang yang Belum Divaksin,1
Surat Edaran Workshop PAK dan APAK untuk Jabatan Fungsional Perencana oleh Pusbindiklatren,1
Pelintiran Konteks Foto APD Hasil Ekspor Korea bertulisan Made Indonesia,1
Pernah Dengar Beehive? Konon Bisa Dinginkan Rumah Tanpa AC Lho,0
PDIP RESMI UMUMKAN PASANGAN GANJAR-AHOK,1
"Puan soal Status Gibran di PDIP: Baik-baik Saja, Sudah Cawapres Mas Prabowo",0
"Bekal ""Strategic Foresight"" untuk Para Capres",0
Artikel Berita Berjudul Barcelona Tunjuk Luhut Panjaitan Sebagai Pelatih Menggantikan Ronald Koeman,1
Refly Harun Sebut Anies Tak Bisa Jadi Presiden Karena Bukan Orang Indonesia Asli,1
Mesin Aneh HAARP Terlihat di Langit Turki yang Menyebabkan Gempa Bumi,1
Ucapan Sakit Hati PDIP ke Jokowi: Diberi Privilese tapi Tinggalkan Partai,0
Satu RT di Ciracas Terkena Covid-19,1
"KNPI Kepahiang Versi Igor Cairkan Dana Hibah, Kubu Unar Bonte Protes",0
Panglima Yudo ke KSAD Agus: TNI Harus Netral di Pemilu 2024,0
Danny Bakal Mundur dari Ketua Tim Pemenangan Daerah Ganjar-Mahfud di Sulsel,0
Daftar HP yang Tidak Bisa Akses WhatsApp per 24 Oktober 2023,0
"5 Beasiswa UI untuk Mahasiswa, Catat Tanggalnya dan Daftar Langsung!",0
"Lembaga Pengelola Dana Abadi Terbesar di Dunia Rugi Rp 538 T, Ini Biang Keroknya",0
Alasan Promotor Pilih GBK untuk Konser Ed Sheeran 2024,0
"Buat Solusi Atasi Stunting, Mahasiswa UNS Kembangkan Enkapsulasi Minyak Sacha Inchi",0
"Judul Artikel Jokowi Kembali Maju di Pilpres 2024, Rakyat akan Sangat Bahagia Sebab Rakyat Amat RI Amat Menyayanginya",1
Jalan Berbeda Gibran Dianggap PDIP Pembangkangan,0
"SMK Stella Maris Dibobol Mantan Satpam, Springbed hingga Kotak Tisu Digondol",0
Bejat! Guru SD di Langkat Cabuli 10 Siswi Saat Belajar di Sekolah,0
Viagra Dapat Menyembuhkan Covid-19,1
PT Buana Varia Komputama Kenalkan Sejumlah Inovasi di Bidang Kesehatan,0
"Peringati Hari Sumpah Pemuda, Banom PPP Kenalkan Ganjar-Mahfud ke Gen Z",0
Gambar Presiden Jokowi Kalian Siap saya pimpin Tiga Periode,1
"Di Balik Sukses MotoGP Mandalika, Ada Kisah Panjang Pembuatan Sirkuitnya",0
Pj Walkot Cimahi Diminta Segera Selesaikan Masalah Sampah-Keamanan,0
Akun Facebook Gubernur Lampung Arinal Djunaidi,1
IKN Bakal Dilengkapi Jaringan Internet Cepat,0
Breaking News: Megawati Mengundurkan Diri Dari Ketua Umum PDIP,1
Merasakan Ketegangan Gerbang Dunia Lain di Trans Sudio Bandung,0
"Singapura Blue Zone, Ini 5 Hal yang Dilakukan Warganya buat Hidup Panjang Umur",0
Saptoyogo Puas dengan Catatan Gemilangnya di Asian Para Games,0
Poster Deklarasi Anies Baswedan dan Ganjar Pranowo Untuk Capres dan Cawapres 2024-2029,1
#Pray for Banglades,1
mereka sdh melegalkan kemaksiatan,1
MPR dan DPR Resmi Deklarasikan Anies AHY Gantikan Jokowi,1
"Jadi Mentan Lagi, Amran Sulaiman Serahkan Gajinya buat Yatim Piatu",0
"Tekan Gas Rumah Kaca, PGN Kembangkan LNG Bunkering Services",0
Undangan Aksi HMI menuju Balai Kota untuk Seret Anies Baswedan,1
Batu Calcium Oxalate di Ginjal Karena Suka Sekali Konsumsi Soft Drinks,1
"BREAKING NEWS.. GIBRAN ANAK JOKOWI DI SERANG, USAI POSTING FOTO ANIES BASWEDAN PAKAI BAJU ORANGE",1
"Kim Kardashian Rilis Bra Berputing, Netizen: Dia Gila",0
Penyebab Kematian Amien Rais,1
Bom Waktu Masalah (Pengelolaan) Sampah,0
2 Ketua KONI Tapsel Divonis 1 Tahun Penjara Perkara Korupsi Rp 1 M,0
Keren! Alat Penyerap Gas Karbon Berhasil Dibuat Mahasiswa UGM & Bisa Dipantau Real Time,0
"HNW Ingin Pemuda Jadi Inisiator, Maju Terdepan Selamatkan Bangsa",0
Daftar 118 Warisan Budaya Tak Benda di Jabar,0
Alhamdulillah! Satelit Satria-1 Sampai Slot Orbit 146 Derajat Bujur Timur,0
"Gagal Jadi Cawapres, Relawan Tetap Fatsun ke Sandiaga Uno",0
"Hasto Lempar Isu Kartu Truf, Gerindra: Yang Sebar Fitnah Akan Dijauhi",0
racun di sebarkan pesawat untuk area madura,1
Dari Jusuf Kalla: PERJUANGAN MORAL JOKOWI,1
Foto Kader Perempuan PKS Menggunakan Atribut #2019TAMBAHISTRI,1
Survei UM Surabaya: Pemilih Muda Jatim Lebih Pilih Prabowo-Gibran,0
Titik Start-Finish Jalan Sehat Hari Santri 2023 Pindah ke Gedung Grahadi,0
Bakal Ada Liga Basket 3x3 Profesional Pertama di Indonesia,0
PSI Buat dan Pasang Spanduk yang Bertuliskan Hargai Hak Hak LGBT,1
Ma ruf Amin Sebut Memilih Jokowi dengan Dirinya Sama Saja Sudah Mengantongi Tiket Surga,1
Puan Sisipkan Pesan Etika Politik di Video Kompilasi Ketemu SBY-Paloh,0
"Cak Imin: Saingan Kita Kuat dan Punya Segalanya, tapi..",0
Vaksin Covid-19 Mengandung Microchip Magnetik,1
"Gangguan Jaringan Massal, Internet Indonesia Ternyata Di-hack",1
Paus Fransiskus Mengatakan Vaksin Covid Sekarang Akan Diperlukan Untuk Masuk Surga,1
Beda Sikap saat Anies Baswedan dan Kaesang Berkegiatan di Bandung,0
"Margriet Si Pembunuh Engeline, Ikan Tongkol dan Kucing Kesayangannya",0
"Anies Baswedan Tersangka Kasus Korupsi Formula E dan Bansos, Heru Budi Serahkan Bukti Akurat Korupsi ke KPK",1
Wow Akhirnya Kang Elon Musk Bikin Tweet Kunjungan Presiden Jokowi,1
"Sejarah Lagu Indonesia Raya di Momen Sumpah Pemuda, Tak Banyak yang Tahu!",0
BUS PEMAIN TIMNAS BRASIL DILEMPARI BATU SUPPORTERNYA SENDIRI,1
JOKOWI PERINTAHKAN KAPOLRI UNTUK PENJARAKAN GANJAR,1
"Waswas APBN Negaranya Jebol, Ekonom Israel Bikin Surat Terbuka ke Benjamin",0
"Putri Tanjung Senang 800 Ribu UMKM Go Digital, Tahun Ini Inovator Wanita 30%",0
"Bank Daerah Geber Ekonomi di Lingkungan Pesantren, Begini Caranya",0
Alasan Gibran Tak Dipecat PDIP Meski Jadi Cawapres Prabowo,0
Apa Tujuan Akhir Invasi Darat Israel ke Gaza?,0
Memakai Masker Dapat Menyebabkan Kematian Akibat Keracunan Karbon Dioksida (CO2),1
"TERSANDUNG KASUS 50 MILIAR, BAWASLU BIKIN ANIES GAGAL NYAPRES",1
"Hematoma: Jenis, Penyebab, Gejala, serta Cara Mengobati dan Mencegahnya",0
"6 Obat Nyeri Sendi Secara Alami, Salah Satunya Adalah Jahe",0
Foto Kebobrokan Indonesia yang Harus Ditutupi,1
GEGER SORE INI !! JOKOWI DIBIKIN TR GIS || UPAYA UNTUK JEGAL ANIES BERAKIBAT FATAL.,1
PDIP Tunggu Etika Politik Gibran Kembalikan KTA Usai Jadi Cawapres Prabowo,0
"Philips Air Fryer Philips Low Watt, Ini Harga Terbarunya",0
"Muncul Baliho Prabowo 'Medan Merdeka Utara Ya', Gerindra: Keren Banget",0
"Weekend Seru, Arung Jeram Dulu di Sungai Citarik",0
Pelaku Penembakan Mantan PM Jepang Shinzo Abe,1
Foto Bendera Ukraina dan Nazi This is Ukraine White Supremacy.,1
Anies Baswedan Resmi Deklarasikan AHY sebagai Cawapres,1
"Kejar Ketertinggalan di Bidang AI, Apple Gelontorkan Rp 15,8 T per Tahun",0
lengan kanan dekap lengan kiri,1
Foto Pendaratan di Bulan dari Deep Web,1
Bill Gates Membeli Telegram,1
Video Surat Suara Sudah Tercoblos 01 Di Medan,1
Foto 4 Orang Alami Kelumpuhan Wajah Setelah Disuntik Vaksin Corona,1
"Baliho Ganjar-Mahfud Dicopot, PPP Singgung Baliho Prabowo-Gibran di Sumbar",0
Video Pria Ditinggal Nikah Setelah Pacaran 5 Tahun,1
"Celana Travis Kelce Jadi Sorotan, Disebut Mirip Gorden Rumah Taylor Swift",0
"FX Rudy Minta Gibran Pamitan: Datang Kelihatan Muka, Pergi Kelihatan Punggung",0
GELOMBANG KE-2 Kuota Internet Free dari Operator sebesar 50 GB,1
Mentan Andi Amran Janji Segera Atasi Masalah Pangan di Papua,0
"Toyota Bakal Pamer Calon Mobil Listrik Baru, Begini Wujudnya",0
Paus Jenis Nun Terdampar di Pantai Nunhila,1
"Manfaatkan Limbah Cangkang, Mahasiswa UB Ciptakan Baterai Kendaraan Listrik",0
PAN Harap Gibran Tetap Kader PDIP Agar Tak Terkesan Ada Penzaliman,0
Rektor ITB Bantah Berikan Dukungan kepada Satu Pasangan Cagub dan Cawagub Jabar,0
"Gelar Deklarasi Akbar, Tommy Soeharto Ajak Seluruh Warga Jateng Dukung Anies Baswedan",1
BNPB KLARIFIKASI VIDEO ERUPSI GUNUNG MERAPI,0
"Sedih Banget, Ratusan Lumba-lumba Mati karena Sungai Amazon Mengering",0
Infografis 7 Kebiasaan yang Dapat Merusak Otak oleh WHO,1
"ISTANA : TIDAK ADA LOCK DOWN DAERAH, KEPALA DAERAH YANG MEMBUAT ATURAN SENDIRI, AKAN DI KENAKAN SANKSI",1
Raja Salman telah meninggal dan terindikasikan keracunan kopi,1
"MAMVUS ! AMIREN RAIS GEMETAR KETAKUTAN, JOKOWI TAK MAIN-MWIN SERET SITUA BANGKA KERANAH HUKUM",1
Rekaman Video Asusila Panji Gumilang Terhadap Para Santri.,1
China Ingin Libatkan Pihak Asing Ikut Program Luar Angkasa,0
"Murai Art Projects Gelar Pameran Seni Continuum, Langgar Batas Kreativitas",0
Di Luar Angkasa Ada Apa Saja? Ini Berbagai Hal Menakjubkan di Dalamnya,0
"Ikut JMFW 2024, Karya Siswa Vokasi Bisa Go Global-Digaet Desainer Ternama",0
BREAKING NEWS ! PANJI GUMILANG DIJEMPUT PAKSA LANGSUNG DIKAWAL MAHFUD MD APARAT GERAK CEPAT.,1
NASA Berencana Bangun Rumah di Bulan Pada 2040,0
Mal Artha Gading Ajak Keluarga Seru-seruan Lari Sehat di Kiko Run,0
Ini Cara Pertamina Hulu Energi WMO Perkuat Ekonomi Masyarakat Bayusangka,0
"Heboh Video Jokowi Fasih Bahasa Mandarin, Kominfo: Editan Menyesatkan",0
"PAN soal KPU Digugat Rp 70,5 T: Wajar, Prabowo-Gibran Pasangan Idaman",0
"Blak-blakan Anak Mahfud Md soal Terjun ke Politik: Belum, Bukan Tidak",0
Panglima TNI yang Baru Marsekal Hadi Tjahyanto Bersama Istri Lim Siok Lan,1
Berbeda Tetap Fun Juga: Peran Penting Anak Muda Lakukan Perubahan,0
Bantahan Informasi Terkait Seruan Supporter Sepak Bola Indonesia Ikut Demo di DPR,1
Oezil Apresiasi Dukungan Suporter Celtic ke Palestina,0
Menag nya Saja Bilang mesti DIRANGKUL,1
KKP Amankan 6 Kapal Maling Ikan di Selat Malaka dan Laut Sulawesi,0
Semua Fraksi Sepakat Copot Anies,1
SBM ITB Berikan Kesempatan Belajar Bagi Lulusan SMA Kurang Beruntung,0
"TERUNGKAP, IMAM BESAR JADI DALANG UTAMA PEMBAKARAN BENDERA PDI-P",1
"AJAK JIHAD BUNUH JOKOWI, PRIA BERSORBAN INI DITANGKAP SAAT CERAMAH",1
ANIES RESMI UMUMKAN GATOT NURMANTYO SEBAGAI CAWAPRES LAWAN GANJAR DI PILPRES 2024,1
Klarifikasi BIN terkait Pesan Berantai yang Sebut 29 Tokoh Pendukung Prabowo-Sandiaga sedang Dimonitori oleh Aparat,0
"Menguji Target Ekonomi Ganjar-Mahfud dan Anies-Cak Imin, Mana Lebih Realistis?",0
Warisan Ataturk Bayangi Peringatan 100 Tahun Republik Turki,0
Stop LK21 dan IndoXXI Bahaya! 17 Link Nonton Online Bebas Virus,0
RI & China Garap Studi Proyek Kereta Cepat Nyambung Surabaya,0
"Foto Planet Merkurius, Venus, dan Saturnus Sejajar dengan Piramida Giza",1
Cerita Kepala SMKN 2 Palembang Minta Mobil Listrik ke Jokowi: Siang Ini Kami Antar,0
"Jika Jadi Presiden, Ganjar Ingin Bangun Sekolah Bola di Papua",0
Rumah Rocky Gerung Dibakar Massa,1
"3 Hidden Gem di Sarkem Nih Gaes, Ada Toko Buku Unik-Bangkai Pesawat di Hotel",0
Artikel Analisis Mulyo Wibisono yang Diedarkan Kembali,1
"Demi Palestina, Cristiano Ronaldo Sumbang Rp 21,7 Miliar",1
"Desak Pencopotan Ketua MK, BEM Nusantara Jateng Gelar Aksi Damai",0
Vaksin Moderna Dirancang untuk Mengubah DNA Manusia,1
"Video Berita dengan Judul Kementerian Kesehatan Ukraina: 57 Orang Meninggal, 169 Orang Terluka di Seluruh Ukraina Akibat Serangan Rusia",1
Ribka Tjiptaning dan Iman Brotoseno adalah Ketua Panja RUU HIP,1
PKS Sumut: Hal Mendasar di Negeri Ini Tak Beres-Kebijakan Dibuat untuk Anak,0
MEGAWATI USIR JOKOWI DAN GIBRAN DARI PDIP,1
Pimpinan Muhammadiyah Cabang Mantrijeron Yogyakarta Ditangkap Densus 88,1
"RIPKA TJIPTANING : SAYA SENANG PKI BANGKIT LAGI, KAMI PASTI BISA",1
Kilang Pertamina Meledak Suplai Bahan Bakar Mengalami Kelangkaan,1
Pemuda Indonesia untuk Perubahan Deklarasi Dukung AMIN di 2024,0
PPP Putar Haluan Deklarasikan Dukung Anies Baswedan,1
Basarah PDIP Sebut Pernyataan Puan-Hasto soal Isu 3 Periode Tak Bertentangan,0
"Sering Tidur Pakai Bra, Aman Nggak Sih? Ternyata Begini Faktanya Menurut Dokter",0
Foto ternyata Ahmad Taufan Damanik ketua Komnas HAM boneka cendana,1
Proyek Metaverse Mark Zuckerberg Rugi Rp 59 T,0
Sandiaga Uno Bongkar Aib Anies Baswedan di Masa Lalu,1
Program Internet Gratis Pemerintah di situs program.internet.gratis.kominfo.go.id.kemeninfopw,1
Walkot Sebut Dapat Tiket ke Singapura jika Bisa Turunkan Hujan Cuma Jokes,0
Akun Twitter Kementerian Luar Negeri RI Unggah Video Porno,1
Pemasukan TikTok Digunakan untuk Mendirikan Kamp Konsentrasi Muslim Uighur China,1
1.048 Hektare Hutan di Lereng Gunung Agung Terbakar dalam Sebulan,0
Bencana Alam Tanah Longsor di Wilayah Lebakbarang Menimbulkan 5 Korban Jiwa,1
"MenPAN-RB Ungkap Belanja Aplikasi Pemerintah Tembus Rp 6,7 Triliun",0
"Peserta Jalan Sehat Bareng Anies-Cak Imin Padati GDC Depok, Lalin Macet",0
Ganjar Pranowo Kata Siapa Nonton Video Porno Bisa Membatalkan Orang Yang Sedang Berpuasa,1
Video Kerumunan Massa di Pemakaman Diego Maradona,1
Jawaban Sarmuji Kala Mahasiswa Pertanyakan Alasan Golkar Dukung Gibran,0
Ilmuwan Prediksi Emisi Global Bakal Pecah Rekor di 2023,0
PGTS-Ganesha Operation Buka Bimbel Gratis demi Anak di Kawasan Kaldera Toba,0
Trent Alexander-Arnold Jadi 'Pemilik' Tim F1,0
"Jawaban Nyeleneh Vera Wang Soal Resep Awet Muda di Usia 74, Burger dan Donat",0
Rektor asing pertama untuk memimpin kampus UNJ (Universitas Negeri Jakarta),1
Kesbangpol NTB Klarifikasi Pernyataan Terduga Teroris Terindikasi Bangun Ponpes,0
Forkopimda Kota Surabaya Deklarasikan Pemilu 2024 Damai,0
Lazada Gelar Seller Conference 2023 Dorong UMKM Indonesia,0
"Video Berita Terkini ~ Amien Rais Dikeroyok Oleh OTK, Keluarga Histeris Saat Mengetahui Kondisi Si Mbah!!",1
Video Protein yang Bergerak di Mikroskop,1
Peran Amir Syarifuddin Harahap dalam Sumpah Pemuda dan Sosok Pribadinya,0
"Jokowi Bertemu Relawan ABJ di Bali, Cerita soal Makan Siang dengan 3 Capres",0
Klarifikasi Milly Ratudian Purbasari terkait akun facebook Kinara Kania Putri yang memakai fotonya,0
Alasan Din Syamsuddin Mundur Dari Utusan Khusus Presiden,1
"Satria-1 VS Starlink Kasih Akses Internet di Pelosok RI, Ini Kata Bakti Kominfo",0
Enak ya di rusia .poligami jadi wajib,1
Indonesia Turunkan 32 Orang pada Defile Asian Para Games 2023,0
Video Megawati Pidato Anti Pancasila,1
