text,label
Bos Ducati soal Fans MotoGP Indonesia: Terbaik di Dunia!,0
Gibran dan Ilusi Representasi Politik Anak Muda,0
Presiden Israel Ancam Indonesia Akan Jadikan Indonesia Seperti Palestina,1
Ambyaar Pemilik 201kg Sabu Dipetamburan Ternyata Anggota FPI,1
Isi Teks Keputusan Kongres Pemuda Indonesia 1928 dan Link Download,0
Bencana Alam Tanah Longsor di Wilayah Lebakbarang Menimbulkan 5 Korban Jiwa,1
Lomba Lari Ini Ajak Peserta Olahraga Sambil Menabung untuk Haji,0
38 Nama Senjata Tradisional di Indonesia Beserta Asalnya Lengkap,0
Dokter di Malaysia Meninggal Setelah Mendapatkan Vaksin Pfizer,1
"KPU Sulsel Akan Cetak 6.816.579 Surat Suara Pemilu 2024, Ini Sebarannya",0
Ingin Perawatan Kecantikan Premium ala Sultan? Yuk Kunjungi Klinik Ini,0
"Praktis, Twinkl Sediakan Bahan Ajar Kurikulum Merdeka untuk Para Guru",0
Kadiv Humas Polri Ingatkan Pentingnya Jaga Persatuan demi Pemilu Damai,0
Video SOMBONG BANGET ! Kapolda Metro Fadil rampas KTA Paspampres,1
Tim Karate Universitas Ini Gemilang di OKC Piala Kemenpora 2023,0
Mantan Komisioner KPU Wahyu Setiawan Adalah Keturunan PKI,1
"Kaesang Tiba di Kupang, Akan Bertemu Relawan Jokowi-Menangkan Prabowo-Gibran",0
Surat Edaran Bawaslu Jatim Perihal Undangan Sosialisasi dan Tindak Lanjut Putusan MA oleh KPUD Jember,1
Industri Sepak Bola Rangkul Karya Anak Bangsa,0
Foto Kecelakaan Helikopter di Perkebunan Tomohon Sulawesi Utara,1
BMKG TANGGAPI RAMALAN GEMPA DAN TSUNAMI AKHIR TAHUN DI NTB,1
Video Mahfud MD Joget Setelah Membubarkan FPI,1
Ferry Irwandi hingga Greysia Polii Sebagai Agen Perubahan di Demi Indonesia,0
Gibran Secepatnya Bicarakan KTA PDIP dengan FX Rudy,0
Kominfo: Pemanfaatan Teknologi AI Bikin PDB RI Meroket Sampai Rp 5.820 Triliun,0
Jokowi nyekar di kuburan Widjiatno Notomihardjo salah seorang tokoh teras PKI,1
Skrining Kanker Serviks Termurah Cuma Rp 275 Ribu Ada di Tulungagung,0
9 Tradisi Pesantren di Indonesia,0
Bandara Luton di Inggris Terbakar yang Bersumber dari Mobil Hybrid dengan Baterai Listrik,1
racun di sebarkan pesawat untuk area madura,1
SMS Dukungan Buat Jokowi di Pilpres 2019,1
"Praktis & Murah, Top Up Game Pakai DANA Cuma Bayar Setengah Harga!",0
PLN PASANG ALAT DETEKSI GEMPA DI SUKABUMI,1
Suara Uang Tunai Di ATM Suara Palsu Yang Dihasilkan Speaker,1
Foto 200 relawan yang dibebaskan Prabowo dari penjara,1
Mengupas Seberapa Canggih Teknologi Generative AI,0
"Survei Indikator: 69,1% Responden yang Tahu Setuju Putusan MK",0
"Avanza Hybrid Diduga sedang Disiapkan, Gimana dengan Daihatsu Xenia?",0
Pemerintah Jokowi Tawarkan Kota Bogor Kepada Cina,1
Usus Buntu Bukan Disebabkan Oleh Menelan Biji Jambu,0
"TEPAT MALAM INI!! Jokowi Ancam Partai Nasdem, Gawat.. Surya Paloh Frustasi Begini",1
Kala FA Usulkan Penggunaan 'Wasit Robot' di Inggris,0
"Hari Sumpah Pemuda 28 Oktober: Sejarah, Isi Teks, Tema, dan Logo",0
"Kemenpora: Antusias Anak Muda di Politik Tinggi, Walau Banyak Antipati ke Partai",0
"Nih yang bikin Covid, si jagoan Wall Street (Rockefeller Foundation)",1
REKRUTMEN PENERIMAAN PEGAWAI PEMERINTAH NON PEGAWAI NEGERI KOMISI PEMILIHAN UMUM TAHUN 2022,1
Kemenkeu soal KIS Lansia Besutan Gibran: Harusnya Program Saat Ini Cukup,0
"Peringati Ultah Ganjar-Sumpah Pemuda, BMI Luncurkan Video Klip Spesial",0
Nostalgia Bioskop Soboharsono: Laris Manis Saat Jadwal Film Midnight,0
Amazon: Tenaga Robot Lebih Cepat 75% Dibanding Manusia,0
Conte ke Pelatih Lain: Siap-siap Saja Kesulitan saat Aku Comeback,0
Akun Facebook Komisioner Komisi Independen Pemilihan (KIP) Pidie Jaya Masrur Salamuddin,1
Video Detik jatuhnya pesawat lion air,1
"Sandiaga Berkomitmen Selesaikan Tugas, meskipun Tak Jadi Cawapres",0
HARUS ADA YANG BERGELAR FX LAGI YANG MEMIMPIN SOLO,1
"Asian Games 2023: Widiasih Raih Perak, Penasaran sama...",0
"Sedih Banget, Ratusan Lumba-lumba Mati karena Sungai Amazon Mengering",0
Ancaman Balik Vladimir Putin Untuk FIFA,1
Kejahatan Hindu India Modi terhadap seorang wanita Muslim yang membawa daging,1
Catur Tambah 3 Emas Indonesia di Hari Penutupan Asian Para Games 2023,0
SURYA PALOH DICULIK PENDUKUNG ANIES,1
Deretan HP Android yang Tak Bisa Akses WhatsApp Mulai 24 Oktober,0
Eks Atlet Papua Ungkap Kendala Tak Bisa Ikut Event di Jakarta: Tiket Mahal,0
Catat! Ini Jadwal Konser di Surabaya Selama November 2023,0
"Daftar Lengkap Pemenang Ballon d'Or dari Masa ke Masa, Siapa Favoritmu?",0
64 Polisi-Jurnalis di Bali Beradu Ketepatan Menembak,0
"Yenny Gabung Ganjar-Mahfud, Gerindra Atur Strategi Raup Suara di Jatim",0
"Ira Puspadewi, Srikandi di Balik Sukses Transformasi ASDP",0
Misi 21/2030 adalah Agenda New World Order PBB,1
Jokowi Buka Suara soal Pencopotan Baliho Ganjar-Mahfud Saat Kunker ke Bali,0
Foto Rapper Ice Cube dan 50 Cent Memakai Topi Trump 2020,1
Ribuan Relawan Ganjar Pranowo Ramaikan 'Cirebon Guyub',0
Gambar Presiden Jokowi Kalian Siap saya pimpin Tiga Periode,1
IKA Universitas Negeri Makassar Bakal Undang 3 Capres Diskusi soal Demokrasi,0
Atlet Tenis Dalila Jakupovic Mengalami Kesulitan Bernapas saat Babak Kualifikasi Australia Open karena Vaksin Covid-19,1
"Masinton PDIP Usul Hak Angket MK, Ini Kata Pimpinan DPR",0
Gibran Bicara Statusnya di PDIP Usai Resmi Daftar Cawapres Prabowo,0
KTP dan NPWP Ganda Untuk Persiapan 2024,1
Al Haris Warning ASN di Jambi Tetap Netral Menuju Pemilu 2024,0
"Baliho Ganjar-Mahfud Dicopot, PPP Singgung Baliho Prabowo-Gibran di Sumbar",0
"Bencana Kelaparan di Yahukimo, Menko Muhadjir Segera Terbang ke Papua",0
Foto Pesawat Kepresidenan Melintas di Proyek Hambalang,1
"Trias Politica, Pembagian Tiga Kekuasaan Pemerintahan",0
"Heboh WTC Mangga Dua Jadi Arena Main Badminton, Begini Kondisinya!",0
Partai Demokrasi Indonesia Perjuangan Dihuni Gerombolan PKI,1
"KPPU Usut 44 Pinjol Kartel Bunga Utang, AFPI Buka Suara",0
Foto Jokowi: DIA SIAPA SIH? APAPUN YANG SAYA LAKUKAN PASTI SALAH DIMATA DIA,1
Jeruk Dicampur Cengkih Efektif Mencegah Nyamuk DBD,1
Video Wawancara Bill Gates Membicarakan Pencurian Ide Sistem Teknologi Microsoft,1
"Demokrat Tepis 'Kartu Truf Ketum Dipegang', Balas Sindir Capres PDIP",0
Iriana Beri Jempol saat Ditanya 'Bu Gimana Gibran',0
"Dewan Majelis Negara Bagian Lagos, Nigeria, Mengesahkan Hukum Syariah Demi Kepentingan Pemilu",1
"Jawaban Nyeleneh Vera Wang Soal Resep Awet Muda di Usia 74, Burger dan Donat",0
Meminum Air Berlebihan Berbahaya Bagi Tubuh Karena Ginjal Tidak Dapat Memproses Air dalam Jumlah yang Banyak,1
Video Pemain Argentina Merayakan Kemenangan Dengan Bersholawat,1
Demi Maju Dampingi Anies ! Gibran Tunjukkan Surat Pengunduran Diri Dari Walikota,1
Euforia Seleksi PPPK Guru dan Nasib Guru Sekolah Swasta,0
PKB: Mas Gibran Belum Update soal Dana Abadi Pesantren,0
Julio Iglesias meninggal karena covid19,1
CNN Indonesia: Airlangga Pimpin Paling Depan Mengajak Relawan KIB Maju Menangkan Anies-Khofifah 2024,1
"Anies Tolak Kedatangan Argentina Ke Indonesia, Erick Thohir Permalukan",1
Balap Sepeda Sumbang 2 Medali Asian Para Games 2023,0
Mahfud MD Mengikuti Jejak Kakeknya Raden Ario Majang Koro yang Menjadi Penghianat,1
PN Makassar Tunda Putusan Gugatan Lahan Mattoanging karena Mati Lampu,0
"Ma'ruf Percepat Kunker di Papua, Ada Rapat Penting Bareng Jokowi di Istana",0
"Lembaga Pengelola Dana Abadi Terbesar di Dunia Rugi Rp 538 T, Ini Biang Keroknya",0
Bayang-Bayang Kehancuran Gaza,0
Ajakan Boikot Produk Perancis Akibat Umat Kristen Mengganggu Muslim Perancis yang Salat Berjamaah,1
VIDEO TEAMTALK MESSI JELANG LAGA MELAWAN INDONESIA,1
"Video BERITA TERBARU HARI INI ~ INNALILLAH,BEGINI KONDISINYA SAAT INI~VIRAL NEWS MEGAWATI",1
Nusron: Pak Jokowi Lebih Mengutamakan Rakyat daripada Elite Partai,0
25 Contoh Soal Tes SKD CPNS 2023 TWK Part 2 beserta Jawabannya,0
Aqsa Naik Podium di Kejuaraan Dunia,0
"Dari PDIP, Ariel Noah Nyaleg untuk DPRD Jawa Barat",1
Pengalaman Berada Dalam Terowongan Hamas: Seperti Tenggelam,0
Stres Bikin Orang Cenderung Makan Berlebih? Ini Sebabnya,0
Tjahjo Kumolo meninggal karena Vaksin Covid-19,1
"Harry Kane Baru Setengah Jalan, Ingin Awet seperti Messi & Ronaldo",0
Ganjar Pranowo Dipecat dari PDIP,1
"Jokowi Menempuh Jalur Hukum, Aparat Jemput Paksa Titiek Soeharto",1
"Anies Akui Semua Hutangnya, Permalukan Diri & Para Pendukungnya",1
"20 Contoh Pantun Hari Santri Nasional Lucu, Kocak, dan Menghibur",0
Podcast: Nasib Rupiah di Tahun Politik dan Konflik Timteng,0
Respons Cak Imin soal Yenny Wahid Dukung Ganjar-Mahfud,0
GURU Mau DIIMPOR Juga,1
ANIES RESMI UMUMKAN GATOT NURMANTYO SEBAGAI CAWAPRES LAWAN GANJAR DI PILPRES 2024,1
Foto Roman Colosseum carved into a real tooth.,1
Tangis FX Rudy Usai Keluarkan Pernyataan Minta Gibran Kembalikan KTA PDIP,0
"Kabar Cawapres Bertemu Ma'ruf Besok, Cak Imin Ngaku Belum Dapat Undangan",0
Video Presiden Jokowi Ingatkan OJK/SWI||Jangan Menyusahkan Rakyat Di Masa Sulit,1
Batu Calcium Oxalate di Ginjal Karena Suka Sekali Konsumsi Soft Drinks,1
Peresmian Patung Yesus Memberkati oleh Jokowi,1
Pihak BRI Kalrifikasi Info Terkait Pemblokiran Massal Atm BRI Pada 30 Oktober 2018,0
"Situs Bank Rakyat Indonesia 120th Anniversary! Through the questionnaire, you will have a chance to get 3000 Dollar.",1
Yenny Wahid dan Suami Beda Dukungan di Pilpres: Kami Keluarga Demokratis,0
Momen Waka Gerindra Sulsel Salah Baca Teks Sumpah Pemuda Saat Jalan Sehat,0
Memasak Popcorn Dengan Ponsel ( Pop corn with cell phones ),1
"Sering Tidur Pakai Bra, Aman Nggak Sih? Ternyata Begini Faktanya Menurut Dokter",0
Raja Salman telah meninggal dan terindikasikan keracunan kopi,1
FPI Masuk Daftar Hitam Interpol Internasional Sebagai Ormas Ilegal Terlarang,1
Komplek Perumahanmu Pakai One Gate System? Pengertian dan Manfaatnya,0
"Kertas suara Pemilu dibakar seperti sampah, kecurangan ini mau didiamkan karena dilindungi oleh aparat dan pejabat?",1
Klaim Cak Imin Suara Pemilihnya Kuat di 3 Provinsi Jawa,0
Vaksin Moderna Dirancang untuk Mengubah DNA Manusia,1
"Sejarah Kotabaru Jogja, Kawasan Elite Belanda dengan Konsep Garden City",0
"Video Penampakan Makhluk Asing di Kota Caldwell, Idaho",1
Pemain AC Milan Keturunan Jawa Bela Timnas,1
"Setelah Divaksin, Tubuh Punya Daya Magnetis dan Dapat Dikoneksikan ke Bluetooth",1
GEGER SORE INI !! JOKOWI DIBIKIN TR GIS || UPAYA UNTUK JEGAL ANIES BERAKIBAT FATAL.,1
"Cerita 2 Guru RI Ngajar di Sekolah Korsel, Kenalkan Seni-Makanan Indonesia",0
"MenPAN-RB Ungkap Belanja Aplikasi Pemerintah Tembus Rp 6,7 Triliun",0
Menpora Dito Ngaku Tak Tahu soal Sosok yang Kembalikan Uang Rp 27 M,0
Selamat datang TKA China sebarkan virus corona #TergagapCorona,1
Menanti Akad di Ruang Tamu Pekan Kebudayaan Nasional,0
AS Minta Nvidia Setop Ekspor Chip AI ke China,0
Festival Pustaka Sastra Tokopedia Bantu Perkuat Perlindungan HKI Penulis,0
"Israel Dicoret Piala Dunia U-20, Terciduk Sogok FIFA.",1
Kumpulan Contoh Susunan Upacara Hari Sumpah Pemuda 28 Oktober 2023,0
Tidak Ada Bukti Ilmiah Minum Air Mineral 8 Gelas Bermanfaat bagi Tubuh,1
Video Banjir Bandang di Libya tahun 2023,1
GEMPAR HARI INI ! MEGAWATI RESMI TANDATANGANI PUAN JADI CAWAPRES ANIES 2024,1
Isuzu Luncurkan Truk Hidrogen Giga Fuel Cell di Japan Mobility Show 2023,0
Pemkab Bone Gelar Vaksinasi Massal Buntut 383 Warga Digigit Anjing Rabies,0
"Israel Belum Juga Mulai Serangan Darat ke Gaza, Kenapa?",0
"Kim Kardashian Rilis Bra Berputing, Alasannya Ini Auto Diolok-olok Netizen",0
Pesan Berantai Grand Design Uji Coba Pembantaian Menggunakan Gas Beracun Melalui Pertandingan Bola,1
Hyundai Pamer Teknologi IONIQ 6 di Semarang,0
Undangan Aksi HMI menuju Balai Kota untuk Seret Anies Baswedan,1
BUS PEMAIN TIMNAS BRASIL DILEMPARI BATU SUPPORTERNYA SENDIRI,1
Harga Smart TV Hisense 32 Inch Oktober 2023,0
"Buka Santri Innofest 2023, Waketum PBNU: Inovasi Santri Harus Terus Berkembang",0
Indonesia mengirimkan perwakilan LGBT/GAY ke festival LGBT Paris,1
"Indonesia Gagal Capai Target di Asian Games 2023, Bagaimana Nasib Bonus?",0
"Jika Jadi Presiden, Ganjar Ingin Bangun Sekolah Bola di Papua",0
Rusia Menemukan bahwa Covid-19 Tidak Disebabkan oleh Virus,1
"JOKOWI, MEGAWATI DAN PDIP TETAPKAN DUET GANJAR-GIBRAN 2024",1
Menpora Percepat Evaluasi Cabor demi Olimpiade Paris 2024,0
Pesan Berantai Pemerintah Menyediakan Laptop Gratis Untuk Siswa dan Guru,1
SMS Hadiah Rp100 juta dari PT LEN Industri,1
Dirut BPJS Kesehatan Ungkap Modal Utama Peningkatan Akses-Mutu Layanan,0
KPK Panggil Dirut PT PP Terkait Korupsi Proyek Stadion Mandala Krida DIY,0
: Formula E Jakarta Masuk Rekor Dunia Sebagai Ajang Lomba Paling Sepi Penonton,1
"Embung Sanur Dibuka untuk Umum, Bisa Jogging dan Wisata",0
"Subaru Levorg Layback Meluncur di Japan Mobility Show 2023, Akan Dijual di Indonesia?",0
Nggak Bakal Bikin Tersiksa! Ini 6 Cara Turunkan BB Tanpa Diet dan Olahraga,0
Kandungan Formaldehida pada Vaksin Menyebabkan Leukimia pada Anak,1
Perubahan Tarif Transaksi BRI,1
"Saksi Kasus BTS Ungkap Aliran Duit Johnny Plate, Ada Rp 1,5 M Sumbang Gereja",0
"Lutut Bengkak hingga Tak Bisa Jalan, Apakah karena Asam Urat Dok?",0
Ucapan Selamat Anies dan Ganjar untuk Prabowo-Gibran yang Daftar ke KPU,0
Menhan Prabowo Ditekan Untuk Beli Pesawat Tempur Dari China,1
"Gibran Jadi Cawapres Prabowo, Puan: Semua Punya Hak Untuk Maju",0
Jokowi sdh berkunjung ke Christchurch,1
Jabar Hari Ini: Guru Cabul Divonis Bebas hingga Mencari Enuh yang Viral,0
"Anies Piknik Bersama 5200 Anak Yatim dan Dhuafa, Cuma Diliput 1 Media",1
Sapi Blasteran Babi,1
"Tahun Depan ETLE Bisa Kenali Wajah Pengendara, Pakai Pelat Palsu Ketahuan",0
"Wanita Bandung Idap Skoliosis 70 Derajat, Sempat Diterapi 'Kretek-kretek'",0
Fakultas Ilmu Keperawatan UI Jadi yang Terbaik di Indonesia Versi EduRank 2023,0
Tangkapan Layar Detiknews MENHAN Prabowo Subianto demi stabilitas terhadap pertahanan negara memperingkatkan Gatot Nurmantyo dan KAMI agar tidak bikin kisru di NKRI,1
"Unand Buka Prodi Baru Magister Manajemen Bencana, Ini Hal yang Dipelajari",0
"KPU Panik, Semua Data BPN, TNI, PKS, IPB & ITB Semua Memenangkan 02",1
11 Rekomendasi Playground-Tempat Bermain Anak di Makassar dan Sekitarnya,0
Operasi Razia Lalu Lintas di Banjarmasin dalam Rangka Operasi Patuh Intan Pada 21 September 2021,1
Undangan Pemakzulan Presiden Jokowi dan Wapres Ma ruf Amin oleh BEM SI,1
Johnny G. Plate Nyaris Tewas saat Berupaya Melarikan Diri,1
BMKG Bantah Gempa Lombok Dapat Picu Gempa Megatrhust di Selatan Jawa Selat Sunda,0
Politisi India: Urin dan Kotoran Sapi Jadi Obat Virus Corona,1
154 Warga Masih Ngungsi Akibat Kebakaran di TPA Rawa Kucing Tangerang,0
"Daftar Kartu Prakerja, PT Shell Indonesia Beri Bantuan Senilai Rp600.000",1
Surat suara yang sah harus ada tanda tangan KPPS,0
Rektor ITB Bantah Berikan Dukungan kepada Satu Pasangan Cagub dan Cawagub Jabar,0
"Pesan Berantai Tangkapan Layar Artikel Jakarta Banjir, Ketua DPRD Temukan Fakta Mengejutkan di Bawah Trotoar",1
Infografis 7 Kebiasaan yang Dapat Merusak Otak oleh WHO,1
6 Rekomendasi Mobil Toyota Bekas yang Layak Dibeli di 2023,0
"Pre-Order Tanpa Eror, Blibli Serahkan iPhone 15 ke Pelanggan",0
Luhut Perintahkan TNI-Polri Tangkap Pemda yang Tutup Bandara,1
"Tanggal pembuatan vaksin adalah 2018, setahun sebelum Covid-19 melanda",1
"Liga Softball Indonesia 2023 Hadir Pekan Ini, Diramaikan Atlet Asing",0
Wuhan China Orang berteriak gak karuan,1
Foto Timnas Indonesia U-22 Promosi Jam Tangan Pintar Jepang,1
Ballon d'Or 2023: Vinicius Raih Socrates Award 2023,0
Bupati Lumajang Beri Bantuan Lewat Whatsapp,1
"Dear Paksu, 6 Trik Ini Ampuh Nge-boost Performa agar Makin 'Strong' di Ranjang",0
"Wajib Tahu Sebelum Berobat, 21 Penyakit Ini Tak Ditanggung BPJS",0
Komunitas Bank Jatim 'Big Wave' Gelar Jatimers Peduli Terumbu Karang,0
5 Sumber Energi yang Paling Aman Bagi Lingkungan dan Contoh Penerapannya,0
Menpora Dito Minta Maaf Gagal Capai Target Asian Games 2023,0
Di Balik Megahnya Palm Jumeirah dan Pulau Buatan Lain di Dubai,0
Gadget dan Wifi Sebabkan Kanker Darah,1
Prabowo Resmikan Sumur Air Bersih di Jateng: Laksanakan Perintah Presiden,0
Koalisi Indonesia Maju Jatim Incar Khofifah Jadi Ketua TPD Prabowo-Gibran,0
"Sir Jim Ratcliffe Datang, Memangnya Bakal Pengaruh Banyak ke MU?",0
Foto RA Kartini Memakai Jilbab dan Kacamata saat Menjadi Santri,1
Pertamina Jamin Pasokan BBM-Avtur Aman Selama MotoGP Mandalika,0
Ade Armando Bangga PSI Disebut Partainya Jokowi,0
Raffi Ahmad dan Baim Wong sudah membuka bisnis baru game slot online,1
"Rekomendasi Wisata Air Ekstrem di Sukabumi, Berani Coba?",0
"Warga Solo Gugat ke MK, Minta Hanya Gubernur U-40 yang Bisa Nyawapres",0
"TERLIBAT KUDETA PRESIDEN, DIJEMPUT PAKSA, ANIES BABAK BELUR BEGINI",1
Prabowo-Gibran Lanjutkan Proyek Kontroversi Jokowi,0
Sejarah Kongres Pemuda I dan II,0
Lirik Lagu Satu Nusa Satu Bangsa serta Maknanya,0
Klarifikasi Polisi Terkait Isu Larangan Kendaraan Plat L dan W Masuk ke Malang,0
Kapan Pemilu 2024? Cek Jadwal dan Tahapan Lengkapnya di Sini!,0
: Wow Bisnis Cbong Gibran Dapat Suntikan Dana 17 Milyar,1
Ganjar Bakal Keliling Ponpes di Lombok Bareng TGB Seusai Nonton MotoGP Mandalika,0
Nusron Bantah Jokowi-Gibran Berkhianat: Lebih Mementingkan Kehendak Rakyat,0
CdM Basuki: Perbaiki Program Atlet Kalau Mau ke Olimpiade,0
"Ngabalin Bela Jokowi yang Dituding Tinggalkan PDIP, Sebut Hasto Tak Etis",0
UNDANGAN CFD MEMBIRU PRABOWO-SANDI,1
"Eks PM China Li Keqiang Meninggal, Tetiba Kena Serangan Jantung",0
Ciptakan Hujan Dengan Air Garam Di Baskom,1
Jokowi: Virus corona minum bodrex 5 menit langsung sembuh,1
"Dari DR. Ir. Hj. Sri Nurdiati, Dekan FMIPA IPB : Banyak Yang Tidak Tahu: Ini Rahasia Imunitas Tubuh",1
Video Penerbangan dari Italia ke ethiopia. Semua penumpang dinyatakan positif,1
Surat Seruan Siaga 1 Majelis Ulama Indonesia,1
Din Syamsuddin: Saya Haqqul Yakin Warga Muhammadiyah Dukung Anies-Cak Imin,0
"Gelar Forum TGIF, Taspen Genjot Kepatuhan-Manajemen Risiko Perusahaan",0
"Survei LSJ: 66,5% Responden Yakin Jokowi Endorse Prabowo-Gibran",0
Lowongan 25 Orang Driver Pengantar Jemaah Haji di Arab Saudi,1
"Ringgit Malaysia Ambrol ke Level 4,76/US$, Terendah Sejak 1998",0
Video JOKOWI AKUI SUDAH GAGAL SEBAGAI PRESIDEN & AKAN SERAHKAN SEMUA JABATAN PRESIDEN ke PRABOWO ?,1
"Usai Laga Voli Timnas, Pelatih, Pemain, Hingga Suporter Kibarkan Bendera Anies di Stadion Sentul",1
Puja Puji Erick Thohir ke Gibran Wali Kota yang Kelihatan Hasil Kerjanya,0
Jokowi Temui dan Tawarkan Putranya Jadi Cawapres Anies Baswedan,1
"Jokowi Undang 3 Capres Siang Ini, Cak Imin: Komitmen Beliau Netral",0
"Pesan WhatsApp Bupati Purwakarta, Anne Ratna Mustika Memberi Sumbangan",1
"Saya 10 Tahun Karyawan Outsourcing Bank BUMN, Apakah Dapat Pesangon?",0
Hakim Wahyu dicopot oleh Jokowi,1
"Bertemu Pangeran MBS, Jokowi Kutuk Keras Serangan Israel ke RS di Gaza",0
Wanita hamil tidak boleh keluar selama gerhana matahari berlangsung,1
16 Poin Evaluasi PBSI Usai Gagal di Asian Games 2023,0
Burhanuddin Muhtadi Disebut Dapat Rp450 Miliar untuk Menangkan Jokowi,1
Permintaan 'Pak Lurah' 3 Periode yang Diungkit Lagi oleh Hasto,0
"Victor Lindelof Gagal Jantung setelah Vaksinasi Covid-19, kemudian Jantungnya Dipasangi Chip",1
Video JAKARTA TERKINI 07/10/2022,1
Joe Taslim Punya Cara Jitu Halangi Budaya Luar yang Rugikan Keluarga,0
Joe Biden Minta AS Fokus Kembangkan AI,0
Anissa Pohan Grebek AHY Dengan Wanita Lain,1
"Rajai IMAG 2023, Tim Kickboxing DKI Bertekad Taklukkan PON 2024",0
"7 Ide Kado Pernikahan Barang Elektronik, Murah dan Bermanfaat",0
Pembangunan Jembatan Gantung Sikundo,0
homo & lesbi sudah dilindungi hukum & UU,1
Top 10 Universitas Swasta di Surabaya Versi UniRank 2023,0
Bukit Tinggi Segera Lockdown,1
GANJAR DI BANJIRI TERIAKAN ANIES PRESIDEN SAAT BLUSUKAN,1
AKHIRNYA !! NASDEM UMUMKAN CAWAPRES ANIES || YENNY WAHID RESMI GANDENG ANIES DI 2024,1
"125 Contoh Soal SKD CPNS 2023 Lengkap TWK, TIU, TKP beserta Jawabannya",0
"Target Emas Meleset, Pelatih Tolak Peluru Akui Jepang di Luar Prediksi",0
"Stafsus Ungkap Jokowi Dengarkan Harapan Anies, Ganjar, dan Prabowo",0
3 Contoh Teks Doa Hari Sumpah Pemuda 2023 Resmi untuk Upacara 28 Oktober,0
AHOK DAPAT TIKET CAWAPRES 2024,1
Video Plandemic,1
Jokowi Disebut Bakal Undang 3 Capres ke Istana Hari Ini,0
"Judul berita Tempo MUI minta agar jangan bermain terompet dan mercon saat tahun baru, cukup teriak TOOT dan DOR dengan keras",1
"Covid-19 Adalah Bakteri yang Terpapar Radiasi, Sumber: Kementerian Kesehatan Rusia",1
Video Yel-yel Prajurit Raider Hasil Suntingan,1
Anggota DPR Sihar Sitorus Dorong Pengembangan Desa Wisata di Nias,0
Video BONGKAR BOROK ANIES WAKIL GUBERNUR OGAH DUKUNG ANIES NYAPRES,1
"Dedikasi Tinggi terhadap Konservasi, Guru Besar UI Raih Penghargaan Medali Bosscha",0
"Jembatan Bagbagan Menolak Mati, Relawan Dorong Jadi Spot Wisata",0
Video Penyiksaan oleh komunis terhadap muslim Uighur,1
"Mengenal Imperialisme: Dari Pengertian, Kategori hingga Dampaknya",0
Guru di Langkat Cabuli 10 Siswi SD Saat Pelajaran Olahraga,0
"Kaesang Safari di Kupang: Partai Banyak, Silakan Pilih Sendiri",0
Sinergi Jadi Kunci Pj Gubernur Heru Atasi Stunting di DKI Jakarta,0
30+ Contoh Teks Anekdot Singkat dan Lucu Lengkap dengan Strukturnya,0
Bukalapak dan ACT Memberikan Klarifikasi Atas Isu Menyokong Kelompok Radikal,1
Bangun Gedung Tinggi Wajib Perhatikan Ini Biar Aman Sentosa,0
"Indonesia resmi keluar dari AFF, Indonesia dipastikan akan gabung di piala EAFF",1
"KABAR GEMBIRA Menag Fachrul Razi Tarik Ucapannya, Ibadah Haji 2020 Bisa Dilaksanakan, Ini Syaratnya",1
Kominfo Akan Blokir Game Online,1
Habib Rizieq Shihab bersumpah tidak akan masuk ke Indonesia seumur hidup,1
Butiran Es Hasil Fenomena Hujan Es Dapat Meningkatkan Imunitas Tubuh,1
Ritual Iluminati Janin Bayi Aborsi untuk Kandungan Vaksin,1
"Safari Politik di NTT, Kaesang Disuguhkan Sirih-Pinang",0
"FIFA Coret Israel, Tunjuk Indonesia dan Argentina Menjadi Tuan Rumah Piala Dunia U-20.",1
Mengenal Sosok di Balik Plaza Indonesia,0
Vaksin Pfizer-BioNTech Dapat Menyebabkan Radang Otak,1
Puluhan Sapi Hanyut di Bojonegoro,1
Pandemi Telah Berakhir dan Covid-19 Adalah Flu Biasa,1
"Waspada Hoax di Masa Pemilu, Kini Sudah Muncul Editan AI",0
Foto Kader Perempuan PKS Menggunakan Atribut #2019TAMBAHISTRI,1
Shopee Bagikan Cashback Senilai Rp2 Juta Kepada Pengguna Aplikasi Shopee,1
Kuburan Mobil Listrik di Prancis,1
Menpora Dito Jadi Ketua Panitia Aquabike dan Formula 1 Powerboat,0
BALIHO ANIES PRESIDEN TERPAMPANG DI BUS KONVOI TIMNAS,1
"Mundur dari Waket PDIP Medan, Relawan Bobby Juga Batal Nyaleg",0
Video Terjadi Tsunami Malam Tahun Baru 31 Desember 2019 Seluruh Indonesia,1
Wapres Ma'ruf Kunker ke Papua Usai Groundbreaking Masjid-RS di Makassar,0
BLT Ramadhan 2023,1
Video Kandungan Minyak pada Satu Kilogram Ayam Goreng,1
PGTS-Ganesha Operation Buka Bimbel Gratis demi Anak di Kawasan Kaldera Toba,0
Tulisan Mana teriakan Saya Pancasila mu? Oleh Dr Abdul Mu ti MEd,1
Baju Berubah Sendiri Ala Film Hunger Games Sudah Jadi Kenyataan,0
Asian Para Games 2023 Resmi Dibuka,0
"Bid'ah Adalah: Kenali Hukum, Jenis, dan Contohnya",0
Gambar sampul majalah Hidayah: Azab Seorang Penghoetang,1
"Teori Out of Africa: Latar Belakang, Tokoh dan Bukti Pendukungnya",0
Warga Lapor Kasus Pencurian-Narkoba di Jumat Curhat Polres Tarakan,0
Pesan Dari Jusuf Kalla,1
